surface_id	path	scope	source_ids	fork_behavior	upstream_change	classification	resolution	proof
session-system/.gitignore	session-system/.gitignore	fork-only	sd00749176bcd	Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/.gitignore is empty (path byte-identical to frozen main)
session-system/README.md	session-system/README.md	fork-only	se84d636fc918	session candidate: OMP-25; fix(session): HOME-149 audit remediation; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); docs: record caveman mode rules and session-system merge note; session close: HOME-135; session close: HOME-133; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests); docs(session-system): update loop includes native refresh step; feat(session-system): native refresh gate in update loop (stale drop-in alarm); feat(session-system): fork tests + update loop after subtree merge; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	re-fitted	OMP-156 §3 docs: update loop rewritten for the pinned non-pushing driver and separate gated cutover	session-system/README.md documents the new contract; verified by review against update.sh behavior (gate 2 tests pin the behavior itself)
session-system/agents/AGENTS.md	session-system/agents/AGENTS.md	fork-only	s36f046fbc080	session candidate: HOME-149; session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests); Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/agents/AGENTS.md is empty (path byte-identical to frozen main)
session-system/agents/auditor.md	session-system/agents/auditor.md	fork-only	scbe94fba21e7	fix(session): OMP-11 audit gate remediation; fix(work-ledger): finalize cutover remediation; session close: HOME-137; session close: HOME-135; session close: HOME-133	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/agents/auditor.md is empty (path byte-identical to frozen main)
session-system/agents/omp-AGENTS.md	session-system/agents/omp-AGENTS.md	fork-only	sb64fae216b63	session candidate: OMP-140; session candidate: OMP-89; session candidate: OMP-23; session candidate: HOME-149; session close: HOME-133; session close: HOME-121; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/agents/omp-AGENTS.md is empty (path byte-identical to frozen main)
session-system/extensions/model-bookends-audit.md	session-system/extensions/model-bookends-audit.md	fork-only	sabe958cb47eb	session candidate: OMP-140; session candidate: OMP-47; session candidate: OMP-38; fix(session): OMP-11 audit gate remediation; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-137; session close: HOME-135; session close: HOME-133	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/model-bookends-audit.md is empty (path byte-identical to frozen main)
session-system/extensions/model-bookends.ts	session-system/extensions/model-bookends.ts	fork-only	s5b2e1e241f2f	session candidate: OMP-141; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-65; session candidate: OMP-47; feat(bookends): land pre-freeze half of audit gate (OMP-38); fix(session): OMP-11 audit gate remediation; fix(session): HOME-149 audit remediation; session candidate: HOME-149; fix(work-ledger): finalize cutover remediation; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-137; session close: HOME-134; session close: HOME-135; session close: HOME-133	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/model-bookends.ts is empty (path byte-identical to frozen main)
session-system/extensions/work-now.ts	session-system/extensions/work-now.ts	fork-only	s5f5884e8afd0	session candidate: OMP-147; session candidate: OMP-47; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/work-now.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/backend.ts	session-system/extensions/workflow/backend.ts	fork-only	s46beb8c7b340	session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-108; session candidate: OMP-107; session candidate: OMP-106; session candidate: OMP-89; session candidate: OMP-65; session candidate: OMP-47; session candidate: OMP-38; session candidate: OMP-25; fix(session): HOME-149 audit remediation; session candidate: HOME-149; fix(work-ledger): restore focused work in fresh sessions; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/backend.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/checkpoint-delivery.ts	session-system/extensions/workflow/checkpoint-delivery.ts	fork-only	s6f6b08faadcf	fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106; session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/checkpoint-delivery.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/config.ts	session-system/extensions/workflow/config.ts	fork-only	s5bf0e36957e8	session candidate: OMP-154; session candidate: HOME-149; feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/config.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/confirm.ts	session-system/extensions/workflow/confirm.ts	fork-only	s796e7646ec00	session candidate: OMP-47; fix(workflow): only owner lifecycle clears audit bridge (OMP-43); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/confirm.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/digest-prompt.md	session-system/extensions/workflow/digest-prompt.md	fork-only	s65993da7b774	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/digest-prompt.md is empty (path byte-identical to frozen main)
session-system/extensions/workflow/git.ts	session-system/extensions/workflow/git.ts	fork-only	s425d19f2cb91	session candidate: OMP-96; session candidate: OMP-99; session candidate: OMP-65; session candidate: OMP-47; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/git.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/host.ts	session-system/extensions/workflow/host.ts	fork-only	sabe7ce968a75	session candidate: OMP-154; fix(session-system): persist specific staged-rider refusal reasons (OMP-149); session candidate: OMP-147; session candidate: OMP-141; session candidate: OMP-140; session candidate: OMP-108; session candidate: OMP-127; session candidate: OMP-107; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106; session candidate: OMP-89; session candidate: OMP-65; session candidate: OMP-69; session candidate: OMP-47; fix(workflow): only owner lifecycle clears audit bridge (OMP-43); session candidate: OMP-38; session candidate: OMP-25; session candidate: OMP-23; fix(session): HOME-149 audit remediation; session candidate: HOME-149; fix(work-ledger): restore focused work in fresh sessions; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/host.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/kind-description.md	session-system/extensions/workflow/kind-description.md	fork-only	s558372d5fcbc	session candidate: OMP-47; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/kind-description.md is empty (path byte-identical to frozen main)
session-system/extensions/workflow/lock-refusal.md	session-system/extensions/workflow/lock-refusal.md	fork-only	s6518ea605c42	session candidate: OMP-140; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/lock-refusal.md is empty (path byte-identical to frozen main)
session-system/extensions/workflow/pending-ops.ts	session-system/extensions/workflow/pending-ops.ts	fork-only	sfe451b17d473	session candidate: OMP-108; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/pending-ops.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/rider-batch.ts	session-system/extensions/workflow/rider-batch.ts	fork-only	sb28ce0dff0ea	session candidate: OMP-106; session candidate: OMP-89	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/rider-batch.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/sequence.md	session-system/extensions/workflow/sequence.md	fork-only	s8507fe84bde6	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/sequence.md is empty (path byte-identical to frozen main)
session-system/extensions/workflow/session-ledger-prompt.md	session-system/extensions/workflow/session-ledger-prompt.md	fork-only	sd1695efdb8df	session candidate: OMP-69	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/session-ledger-prompt.md is empty (path byte-identical to frozen main)
session-system/extensions/workflow/session-ledger.ts	session-system/extensions/workflow/session-ledger.ts	fork-only	sa990beff8ea4	session candidate: OMP-108; session candidate: OMP-107; session candidate: OMP-69	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/session-ledger.ts is empty (path byte-identical to frozen main)
session-system/extensions/workflow/status.ts	session-system/extensions/workflow/status.ts	fork-only	s72ff842f2a01	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/extensions/workflow/status.ts is empty (path byte-identical to frozen main)
